idx,Maladie,Symptomes,raisons,Tests et procédures,Médicaments courants
473,Dislocation de la hanche,"['Pleure du genou', 'Pleure du genou', 'Pleure du dos', 'Pleure du sang', 'Pleure du sang', 'Pleure du sang ou étanchéité', 'Consommation d'alcool']","La dislocation de la hanche est une blessure fréquente à l'articulation de la hanche. La dislocation se produit lorsque la tête en forme de boule\xe2\x80\x93 du fémur sort de l'acétabulum en forme de tasse\xe2\x80\x93 du bassin. Cela peut arriver à un degré variable. Une hanche disloquée, beaucoup plus fréquente chez les femmes que chez les hommes, est une condition qui peut être congénitale ou acquise. Comprendre l'épidémiologie, l'anatomie, la différence entre congénital et acquis, le dépistage, les traitements et la réadaptation sont tous pertinents au sujet.","['Procédure d'imagerie radiographique', 'Plain x-ray (rayon X)', 'Remplacement de liquide intraveineux', 'Complete sang computing (Cbc)', 'Electrolytes panel', 'Glucose measurement (Glucose level)', 'Kidney function tests (Kidney function test)']","['Morphine (Rms)', 'Propofol', 'Midazolam (Versed)', 'Meperidine (Demerol)', 'Olsalazine (Dipentum)', 'Methohexital (Brévital)', 'Ketamine', 'Tetracycline', 'Bisacodyl (The Magic Bullet)']"
474,Sténose spinale,"['Malheur au cou', 'Malheur au dos', 'Malheur au dos faible', 'Malheur au cou', 'Malheur à la tête', 'Malheur au bras', 'Malheur au genou', 'Malheur au genou', 'Malheur au bas du corps', 'Problèmes du mouvement', 'Paresthésie']","La sténose spinale est un rétrécissement anormal (sténose) du canal médullaire qui peut survenir dans n'importe quelle région de la colonne vertébrale. Ce rétrécissement entraîne une restriction du canal médullaire, entraînant un déficit neurologique. Les symptômes comprennent la douleur, l'engourdissement, la paresthésie et la perte du contrôle moteur. L'emplacement de la sténose détermine quelle zone du corps est affectée. La sténose spinale réduit le canal médullaire au niveau du canal vertébral, qui est un avant-goût entre les vertèbres où passent la moelle épinière (dans la colonne cervicale ou thoracique) ou les racines nerveuses (dans la colonne vertébrale lombaire). Il existe plusieurs types de sténose spinale : la sténose lombaire et la sténose cervicale étant les plus fréquentes.","['Procédure d'imagerie radiographique', 'rayon X delain (rayon X)', 'imagerie par résonance magnétique (Mri)', 'exercices de thérapie physique (exercices)', 'tomographie à rayons X (Scan ct)', 'Autres procédures de diagnostic (entrevue; évaluation; consultation)', 'Insertion du cathéter ou du stimulateur spinal et injection dans le canal spinal']","['Carisoprodol (Soma)', 'Iohexol (Omnitaque)', 'Iopamidol (Isovue)', 'Diclofenac Topical Product', 'Chlorzoxazone', 'Moexipril', 'Methyl Salicylate-Menthol Topical', 'Tolmetine', 'Ropivacaine', 'Alfentanil', 'Trimethadione']"
475,Obstacles intestinales,"['Constipation', 'Sharp abdominal pain', 'Nausée', 'Diarrhée', 'Vomissements', 'Retention des urines', 'Soufflement abdominal douleur', 'Pain de l'anus', 'Stomach ballonnement', 'Vomissement du sang', 'Incontinence des selles', 'Démangeaisons vaginales']","L'obstruction de l'intestin (ou obstruction intestinale) est une obstruction mécanique ou fonctionnelle des intestins, empêchant le transit normal des produits de digestion. Elle peut se produire à tout niveau distal au duodénum de l'intestin grêle et est une urgence médicale. L'état est souvent traité avec prudence sur une période de 2\xe2\x80\x935 jours avec le progrès du patient\ régulièrement surveillé par un médecin désigné.","['Procédure d'imagerie radiographique', 'Tests hématologiques (Test de sang)', 'Compléter la numération sanguine (Cbc)', 'Urinalyse', 'Plain x-ray (rayon X)', 'Remplacement de liquide intraveineux', 'Tests de fonction Kidney (Test de fonction Kidney)']","['Polyéthylène Glycol 3350 (Miralax)', 'Magnesium Citrate', 'Docusate (Colace)', 'Glycerine (Fleet)', 'Bisacodyl (The Magic Bullet)', 'Lactulose', 'Calcium Polycarbophil (Fibercon)', 'Diatrizoate', 'Alpha 1-Antitrypsine', 'Cefotetan']"
476,Contusion cardiaque,"['Apnea', 'Sharp poitrine douleur', 'Dépression', 'Faintage', 'Paupière démangeantelée', 'Les yeux croissés', 'Gonflement excessif', 'Crampes ou spasmes d'Elbow', 'Faiblesse de poignet', 'Faiblesse d'Elbow', 'Rigidité de hanche ou étanchéité', 'Nailbitant']","Une contusion myocardique est un terme général pour désigner une contusion (brise) du muscle cardiaque (muscle cardiaque).C'est habituellement une conséquence d'un traumatisme contondant à la paroi thoracique antérieure, et le cœur droit est considéré comme étant le plus souvent affecté en raison de sa position anatomique comme la surface la plus antérieure du cœur. La contusion myocardique n'est pas un diagnostic spécifique et l'ampleur de la blessure peut varier considérablement.","['Procédure d'imagerie radiographique', 'Plain x-ray (rayon X)', 'Wound care management', 'X-ray calculed tomography (Scan ct)', 'Intravenous fluid remplacement', 'Cardiopulmonary resusciting (Cpr)', 'CAT scan of head (Head ct)']","['Cortisone', 'Acide zolédronique (Reclast)', 'Quinapril', 'Cefdinir', 'Polyéthylène Glycol 3350 (Miralax)', 'Hépatite A Vaccin (Obsolète)', 'Bacitracine (Septa)', 'Escitalopram (Lexapro)', 'Loratadine (Claritine)', 'Influenza Virus Vaccin, Inactivé']"
477,Syndrome de malformation congénitale,"['Lack de croissance', 'Seizures', 'Gum pain', 'Audience diminuée', 'Légère raideur ou étanchéité', 'Rib pain', 'Fluid rétention', 'Ring in ear', 'Déliciations ou hallucinations', 'Symptômes des reins', 'Difficulté à manger', 'Groin pain']","Une caractéristique dysmorphique peut être un défaut de naissance mineur et isolé (p. ex., clinodactylie, non accompagné d'autres caractéristiques ou problèmes). Il peut également s'agir d'une combinaison de caractéristiques signalant un syndrome multisystémique grave (p. ex., les plis épicanthals du syndrome de Down). Un autre exemple serait des sourcils clairs, qui sont révélateurs du syndrome cardiofacio-cutanée, également connu sous le nom de CFC.","[«Examen physique complet de la peau effectué (LM), «Autres procédures de diagnostic (entrevue; évaluation; consultation)», «Évaluation de la thérapie professionnelle (thérapie de synthèse)», «Exercices de thérapie physique (exercices)», «Examination du pied», «Autres procédures d'oreille thérapeutique», «Évaluation et thérapie psychologiques et psychiatriques»]","['Fentanyl', 'Chlorhexidine Topical', 'Propofol', 'Hydrocodone', 'Dexaméthasone Topical Product', 'Ketamine', 'Divalproex Sodium (Depakote)', 'Budesonide', 'Somatropin', 'Tobramycine (Tobi)', 'Sevelamer (Renvela)', 'Cyproheptadine']"
478,Sporotrichose,"['Gonflement du genou', 'Crampes ou spasmes d'épaule', 'Gonflement du genou', 'Gonflement du genou', 'Gonflement du genou', 'Gonflement excessif', 'Gonflement excessif', 'Gonflement du sein', 'Gonflement du genou', 'Gonflement du genou', 'Gonflement du visage', 'Gonflement excessif', 'Gonflement du sein', 'Gonflement du genou', 'Gonflement du sein', 'Gonflement du genou', 'Gonflement du visage', 'Gonflement du visage']","La sporotrichose (également connue sous le nom de «maladie du jardinier rose») est une maladie causée par l'infection du champignon Sporothrix schenckii. Cette maladie fongique affecte généralement la peau, bien que d'autres formes rares peuvent affecter les poumons, les articulations, les os, et même le cerveau.","['Scan de densité osseuse', 'Examen physique complet de la peau effectué (LM)', 'Complète la numération sanguine (Cbc)', 'Procédure d'imagerie radiographique', 'Tests hématologiques (Test de sang)', 'Transplantation cornéenne', 'Résection transuréthrale de la prostate (TURP) (Turp)']","['Itraconazole', 'Air', 'Mecamylamine', 'Troleandomycine', 'Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline)', 'Pipecuronium (Arduan)', 'Grepafloxacine (Raxar)', 'Rabbit Anti-Human T-Lymphocyte Globuline (Thymoglobuline)', 'Acide Iopanoïque', 'Estrogens conjugués Topical', 'Malathion Topical']"
479,Lymphangite,"['Peau sur le bras ou la main semble infectée', 'Gonflement du cou', 'Peau sur la jambe ou le pied semble infectée', 'Peau sur la tête ou le cou semble infectée', 'Gonflement du pied ou de l'orteil ou masse', 'Syndrome du rhume', 'Gonflement du pied ou de l'orteil', 'Gonflement du pied ou de l'orteil', 'Gonflement du cou', 'Gonflement du cou', 'Gonflement du cou', 'Gonflement du cou', 'Gonflement du cou', 'Gonflement du cou', 'Gonflement du cou', 'Gonflement du cou', 'Gonflement du cou', 'Gonflement du cou', 'Gonflement du pied ou de l'orteil', 'Gonflement du cou', 'Gonflement du cou']","La lymphangite est une inflammation ou une infection des canaux lymphatiques qui se produit à la suite d'une infection à un site distal au canal. La cause la plus commune de lymphangite chez l'homme est Streptococcus pyogenes (groupe A strep), bien qu'elle puisse également être causée par le champignon Sporothrix schenckii. La lymphangite est parfois appelé à tort « empoisonnement du sang ». En réalité, « empoisonnement du sang » est synonyme de septicémie.","['Comptes sanguins complets (Cbc)', 'Tests hématologiques (Test de sang)', 'Remplacement de liquide intraveineux', 'Gestion des soins de santé des blessés', 'Culture de culture', 'Incision et drainage (I d)']","['Ceftriaxone', 'Cephalexin', 'Bactrim', 'Clindamycine', 'Augmentin', 'Cefazolin', 'Ceftazidime', 'Cefadroxil', 'Povidone Iodine Topique (Bétadine)', 'Ortho Cyclen', 'Valacyclovir (Valtrex)']"
480,Syndrome de Wernicke Korsakoff,"['Symptômes dépressifs ou psychotiques', 'abus d'alcool', 'illusions ou hallucinations', 'douleur de sang', 'faintage', 'comportement hospitalier', 'paresthésie', 'douleur de bras', 'anxiété et nervosité', 'vomissement du sang', 'Headache', 'Disturbance de la mémoire']","Un trouble cognitif acquis caractérisé par l'inattention et l'incapacité de former des souvenirs à court terme. Ce trouble est souvent associé à l'ALCOHOLISME chronique; mais il peut également résulter de carences alimentaires; TRAUMA CRANIOCEBRAL; NÉOPLASMS; CÉRÉBROVASCULAIRE DISORDERS; ENCEPHALIS; EPILEPSY; et d'autres conditions. (Adams et coll., Principes de neurologie, 6e éd, p1139)","['Compléter la numération sanguine (Cbc)', 'Tests hématologiques (Test de sang)', 'Urinalyse', 'Electrolytes panel', 'Tests de fonction de Kidney (Test de fonction de Kidney)', 'Remplacement de liquide intraveineux', 'Mesure du glucose (Niveau de glucose)']","['Thiamine', 'Clonazepam', 'Acide folique', 'Quetiapine (Seroquel)', 'Bupropion (Wellbutrin)', 'Venlafaxine (Effexor)', 'Trazodone', 'Abciximab (Reopro)', 'Acamprosate (Campral)', 'Primidone', 'Chlordiazepoxide', 'Sodium Bicarbonate']"
481,Maladie intestinale,"['Sharp abdominal pain', 'Vomissement', 'Diarrhée', 'Regirgitation', 'Saignement rectal', 'Soufflement abdominal pain', 'Constipation', 'Nausée', 'Sharp abdominal pain', 'Sharp thorax pain', 'Fainture', 'Faiblesse']","Dans l'anatomie humaine, l'intestin (ou l'intestin, le tuyau ou l'intestin) est le segment du canal alimentaire s'étendant du sphincter pylorique de l'estomac à l'anus et, chez l'homme et d'autres mammifères, se compose de deux segments, l'intestin grêle et le gros intestin.","['Tests hématologiques (Test de sang)', 'Complètement de la numération sanguine (Cbc)', 'Procédure d'imagerie radiographique', 'Tomographie calculée par rayons X (Scan ct)', 'Remplacement de liquide intraveineux', 'Urinalyse', 'Mesure du glucose (Niveau de glucose)']","['Midazolam (Versed)', 'Metronidazole', 'Zosyn', 'Mesalamine (Asacol)', 'Diatrizoate', 'Nefazodone', 'Cefoxitine', 'Dolasétron (Anzemet)', 'Siméthicone (Degas)', 'Ampicilline', 'Ritonavir (Norvir)', 'Solution nutritionnelle parentérale']"
482,bronchite aiguë,"['Toux', 'Gonflement nasal', 'Fièvre', 'Gorge douloureuse', 'Soufflement d'haleine', 'Coryza', 'Sharp poitrine douleur', 'Toux vers le haut', 'Congestion dans la poitrine', 'Headache', 'Difficulté à respirer', 'Wheezing']","La bronchite aiguë est une inflammation des grandes bronches (voies respiratoires de taille moyenne) dans les poumons qui est habituellement causée par des virus ou des bactéries et peut durer plusieurs jours ou semaines. Les symptômes caractéristiques comprennent la toux, la production d'expectorations (phlegme) et l'essoufflement et la respiration sifflante liée à l'obstruction des voies respiratoires enflammées. Le diagnostic se fait par un examen clinique et parfois microbiologique du phlegme. Le traitement de la bronchite aiguë est généralement symptomatique.","['Procédure d'imagerie radiographique', 'Plain x-ray (rayon X)', 'Nebulizer thérapie', 'Kidney fonction tests (Kidney fonction test)', 'Electrocardiogramme', 'Cardiac enzymes mesuring (Cardiac enzymes test)', 'Cardiac monitoring (Cardiac monitor)']","['Azithromycine', 'Guaifenesin (Mucinex)', 'Ipratropium', 'Benzonatate', 'Robitussin Ac', 'Clarithromycine', 'Robitussin Dm']"
483,Vomissements persistants de cause inconnue,"['Vomissements', 'Nausée', 'Sharp abdominal pain', 'Diarrhée', 'Fièvre', 'Problèmes pendant la grossesse', 'Headache', 'Dizzness', 'Crampes et spasmes', 'Movements involontaires abnormaux', 'Vomissements de sang', 'Atténuation réduite']","prométhazine,","['Tests hématologiques (Test de sang)', 'Remplacement de liquide intraveineux', 'Complètement la numération sanguine (Cbc)', 'Urinalyse', 'Electrolytes panel', 'Glucose measurement (Glucose level)', 'Kidney function tests (Kidney function test)']","['Ondansétron (Zofran)', 'Promethazine', 'Métoclopramide', 'Droperidol', 'Diphenoxylate (Lomotil)', 'Acide méfénamique', 'Potassium Bicarbonate', 'Ioversol', 'Clindamycine Topical Product', 'Zidovudine']"
484,Blessure ouverte du pied,"['Maladie de la peau ou de l'orteil','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau','Maladie de la peau'","vaccin antitoxine diphtérique / vaccin antitoxine tétanique,","['Gestion des soins de la plaie', 'Plain radiographie (rayon X)', 'Examen physique complet de la peau effectué (ML)', 'Suturation de la plaie', 'Examination du pied', 'Application de l'attelle (Splinting)', 'Excision (Suppression)']","['Cephalexin', 'Tetanus Toxoïde Vaccin (Adacel)', 'Bacitracine (Septa)', 'Povidone Iodine Topique (Betadine)', 'Collagenase Topical', 'Cellulose', 'Diphtérie Toxoïde Vaccin (Prohibition)', 'Collagen', 'Hydrogen Peroxide Topical', 'Nisoldipine (Sular)', 'Cefadroxil']"
485,Myocardite,"['Palpitations', 'Ache partout', 'Toux', 'Chest pressure', 'Fièvre', 'Sharp poitrine douleur', 'Faiblesse', 'Dirarrhée', 'Headache', 'Difficulté à respirer', 'Dizzness', 'Toux dans l'expectoration']",La myocardite ou cardiomyopathie inflammatoire est une inflammation du muscle cardiaque (myocardium).,"['Procédure d'imagerie radiographique', 'Tests hématologiques (Test de sang)', 'Complètement de la numération sanguine (Cbc)', 'Electrocardiogramme', 'Plain x-ray (rayon X)', 'Echocardiographie', 'Ultrasonographie (Ultrasound)']","['Carvedilol', 'Nitroglycérine', 'Ceftriaxone', 'Magnesium Sulfate', 'Tamoxifen', 'Rosiglitazone (Avandia)', 'Glimépiride', 'Tiotropium (Spiriva)', 'Budesonide', 'Olmesartan (Benicar)', 'Enoxaparin (Lovenox)', 'Isosorbide']"
